nixpkgs._0verkill                                                      0verkill-unstable-2011-01-13
nixpkgs.arpack                                                         arpack-3.7.0
nixpkgs.arphic-ukai                                                    arphic-ukai-0.2.20080216.2
nixpkgs.arphic-uming                                                   arphic-uming-0.2.20080216.2
nixpkgs.arping                                                         arping-2.21
nixpkgs.arpoison                                                       arpoison-0.7
nixpkgs.arrayfire                                                      arrayfire-3.6.4
nixpkgs.arrow-cpp                                                      arrow-cpp-3.0.0
nixpkgs.parquet-cpp                                                    arrow-cpp-3.0.0
nixpkgs.artha                                                          artha-1.0.3
nixpkgs.artyFX                                                         artyFX-unstable-2020-04-28
nixpkgs.arx-libertatis                                                 arx-libertatis-2020-10-20
nixpkgs.as-tree                                                        as-tree-0.12.0
nixpkgs.asc                                                            asc-2.6.0.0
nixpkgs.asc-key-to-qr-code-gif                                         asc-key-to-qr-code-gif-20180613
nixpkgs.ascii                                                          ascii-3.18
nixpkgs.asciidoc                                                       asciidoc-9.0.4
nixpkgs.asciidocFull                                                   asciidoc-full-9.0.4
nixpkgs.asciidoc-full                                                  asciidoc-full-9.0.4
nixpkgs.asciidoc-full-with-plugins                                     asciidoc-full-with-plugins-9.0.4
nixpkgs.asciidoctor                                                    asciidoctor-2.0.10
nixpkgs.asciidoctorj                                                   asciidoctorj-2.4.2
nixpkgs.asciigraph                                                     asciigraph-0.5.1
nixpkgs.asciinema                                                      asciinema-2.0.2
nixpkgs.asciinema-scenario                                             asciinema-scenario-0.1.0
nixpkgs.asciiquarium                                                   asciiquarium-1.1
nixpkgs.asdf_2_26                                                      asdf-2.26
nixpkgs.asdf_3_1                                                       asdf-3.1.7
nixpkgs.asdf                                                           asdf-3.3.4
nixpkgs.aseprite                                                       aseprite-1.1.7
nixpkgs.aseprite-unfree                                                aseprite-1.2.16.3
nixpkgs.aseq2json                                                      aseq2json-unstable-2018-04-28
nixpkgs.ashuffle                                                       ashuffle-3.10.1
